name,highest_degree_offered,lon,lat,state,enrollment
Farmingdale State College,Bachelor,-73.426371,40.75408,New York,8162
Morrisville State College,Bachelor,-75.604369,42.891392,New York,3028
SUNY at Albany,Doctor,-73.825014,42.686917,New York,17338
SUNY at Binghamton,Doctor,-75.971143,42.088049,New York,16077
University at Buffalo,Doctor,-78.790103,43.001433,New York,29850
Stony Brook University,Doctor,-73.123595,40.913138,New York,24143
SUNY College of Environmental Science and Forestry,Doctor,-76.139236,43.034355,New York,2229
SUNY Institute of Technology at Utica-Rome,Master,-75.2292,43.13528,New York,2480
SUNY College at Brockport,Master,-77.949824,43.209862,New York,8128
Buffalo State SUNY,Master,-78.88067,42.934199,New York,11091
SUNY College at Cortland,Master,-76.197909,42.590158,New York,7110
SUNY at Fredonia,Master,-79.336109,42.450961,New York,5391
SUNY College at Geneseo,Master,-77.821999,42.796864,New York,5644
State University of New York at New Paltz,Master,-74.088727,41.737205,New York,7578
SUNY Oneonta,Master,-75.064186,42.466555,New York,6034
SUNY College at Oswego,Master,-76.543885,43.453047,New York,8117
SUNY College at Potsdam,Master,-74.976889,44.662862,New York,4042
SUNY at Purchase College,Master,-73.700127,41.047092,New York,4353
SUNY College at Old Westbury,Master,-73.570966,40.789842,New York,4367
SUNY College at Plattsburgh,Master,-73.467342,44.691103,New York,6051
SUNY Empire State College,Master,-73.779915,43.078304,New York,11823
SUNY Maritime College,Master,-73.800336,40.809048,New York,1755
Syracuse University,Doctor,-76.136738,43.040525,New York,21267
Teachers College at Columbia University,Doctor,-73.960399,40.810311,New York,5149
Touro College,Doctor,-73.989932,40.742172,New York,13868
Excelsior College,Master,-73.862204,42.704887,New York,39897
Union College,Bachelor,-73.928498,42.817578,New York,2246
United States Merchant Marine Academy,Master,-73.762534,40.812154,New York,985
Utica College,Doctor,-75.272407,43.095183,New York,4028
Vassar College,Master,-73.894345,41.685105,New York,2477
Wagner College,Master,-74.09573,40.615003,New York,2245
Wells College,Bachelor,-76.696512,42.744314,New York,534
Yeshiva University,Doctor,-73.928541,40.8508,New York,6747
Appalachian State University,Doctor,-81.680234,36.214844,North Carolina,17838
Barton College,Master,-77.913805,35.735463,North Carolina,1065
Belmont Abbey College,Bachelor,-81.041847,35.261276,North Carolina,1647
Bennett College,Bachelor,-79.77998,36.067531,North Carolina,680
Brevard College,Bachelor,-82.729763,35.237657,North Carolina,701
Campbell University,Doctor,-78.739508,35.409333,North Carolina,6122
Catawba College,Master,-80.486575,35.692445,North Carolina,1310
Chowan University,Master,-77.099141,36.436258,North Carolina,1367
Davidson College,Bachelor,-80.845236,35.500006,North Carolina,1788
Duke University,Doctor,-78.94226,36.00159,North Carolina,15467
East Carolina University,Doctor,-77.366199,35.606347,North Carolina,26887
Elizabeth City State University,Master,-76.210063,36.273539,North Carolina,2421
Elon University,Doctor,-79.505632,36.104149,North Carolina,6305
Fayetteville State University,Doctor,-78.894709,35.072485,North Carolina,6179
Gardner-Webb University,Doctor,-81.668141,35.24732,North Carolina,4656
Greensboro College,Master,-79.800232,36.071082,North Carolina,1012
Guilford College,Bachelor,-79.888848,36.092563,North Carolina,2302
High Point University,Doctor,-79.994545,35.972674,North Carolina,4199
Johnson C Smith University,Bachelor,-80.854842,35.243384,North Carolina,1387
Lees-McRae College,Bachelor,-81.870998,36.16362,North Carolina,890
Lenoir-Rhyne University,Master,-81.326161,35.73904,North Carolina,1898
Livingstone College,Bachelor,-80.484459,35.670743,North Carolina,1175
Mars Hill University,Master,-82.550859,35.825858,North Carolina,1440
Meredith College,Master,-78.689175,35.797197,North Carolina,1872
Methodist University,Master,-78.875024,35.137854,North Carolina,2463
Montreat College,Master,-82.297522,35.645844,North Carolina,926
Mount Olive College,Bachelor,-78.071265,35.206314,North Carolina,3414
North Carolina A & T State University,Doctor,-79.770152,36.076737,North Carolina,10561
University of North Carolina at Asheville,Master,-82.565259,35.616618,North Carolina,3784
University of North Carolina at Chapel Hill,Doctor,-79.050969,35.912165,North Carolina,29127
University of North Carolina at Charlotte,Doctor,-80.73579,35.306834,North Carolina,26571
University of North Carolina at Greensboro,Doctor,-79.809844,36.067503,North Carolina,18074
North Carolina Central University,Doctor,-78.898602,35.974237,North Carolina,8093
North Carolina State University at Raleigh,Doctor,-78.674517,35.785111,North Carolina,34009
North Carolina Wesleyan College,Bachelor,-77.774231,36.017443,North Carolina,1602
University of North Carolina Wilmington,Doctor,-77.875527,34.225223,North Carolina,13937
William Peace University,Bachelor,-78.636793,35.789105,North Carolina,1007
University of North Carolina at Pembroke,Master,-79.201895,34.687231,North Carolina,6222
Pfeiffer University,Master,-80.283168,35.484696,North Carolina,1860
Queens University of Charlotte,Master,-80.832227,35.188929,North Carolina,2285
Mid-Atlantic Christian University,Bachelor,-76.217496,36.303765,North Carolina,162
Saint Augustine's University,Bachelor,-78.621806,35.785032,North Carolina,1299
Salem College,Master,-80.241357,36.087531,North Carolina,1187
Shaw University,Master,-78.637693,35.771181,North Carolina,2062
St Andrews University,Master,-79.478385,34.746283,North Carolina,635
Wake Forest University,Doctor,-80.279004,36.135301,North Carolina,7602
Warren Wilson College,Master,-82.441097,35.611762,North Carolina,893
Wingate University,Doctor,-80.444465,34.979384,North Carolina,3002
Winston-Salem State University,Doctor,-80.224905,36.089197,North Carolina,5399
Western Carolina University,Doctor,-83.125447,35.28149,North Carolina,10107
Dickinson State University,Bachelor,-102.800511,46.882677,North Dakota,1449
University of Jamestown,Doctor,-98.697209,46.915402,North Dakota,997
University of Mary,Doctor,-100.752386,46.724893,North Dakota,2910
Mayville State University,Bachelor,-97.322545,47.504671,North Dakota,1065
Minot State University,Master,-101.300624,48.246877,North Dakota,3533
University of North Dakota,Doctor,-97.070823,47.921881,North Dakota,15143
North Dakota State University-Main Campus,Doctor,-96.805689,46.894523,North Dakota,14629
Valley City State University,Master,-98.001762,46.919144,North Dakota,1366
University of Akron Main Campus,Doctor,-81.510328,41.077768,Ohio,24932
Ashland University,Doctor,-82.320621,40.860987,Ohio,5979
Baldwin Wallace University,Master,-81.849112,41.373938,Ohio,4053
Bluffton University,Master,-83.897678,40.896998,Ohio,1146
Bowling Green State University-Main Campus,Doctor,-83.637531,41.377036,Ohio,16958
Capital University,Doctor,-82.937867,39.954875,Ohio,3628
Case Western Reserve University,Doctor,-81.605769,41.500812,Ohio,10325
Cedarville University,Doctor,-83.812098,39.750338,Ohio,3462
Central State University,Master,-83.876795,39.716465,Ohio,2068
University of Cincinnati-Main Campus,Doctor,-84.51428,39.131159,Ohio,34379
Ohio Christian University,Master,-82.905986,39.610895,Ohio,3711
Cleveland State University,Doctor,-81.673052,41.502918,Ohio,17497
University of Dayton,Doctor,-84.173662,39.73686,Ohio,10835
Defiance College,Master,-84.356596,41.300336,Ohio,989
Denison University,Bachelor,-82.520625,40.072582,Ohio,2274
The University of Findlay,Doctor,-83.652067,41.05441,Ohio,4880
Heidelberg University,Master,-83.166581,41.114337,Ohio,1241
Hiram College,Master,-81.141552,41.310998,Ohio,1311
John Carroll University,Master,-81.533103,41.488978,Ohio,3711
Kent State University at Salem,Bachelor,-80.835458,40.86408,Ohio,1846
Kent State University at Kent,Doctor,-81.342253,41.146856,Ohio,28998
Kenyon College,Bachelor,-82.397977,40.374408,Ohio,1705
Lake Erie College,Master,-81.251817,41.717841,Ohio,1086
Lourdes University,Master,-83.706649,41.708694,Ohio,2187
Malone University,Master,-81.383525,40.826516,Ohio,2074
Marietta College,Master,-81.450038,39.417638,Ohio,1542
Miami University-Oxford,Doctor,-84.731821,39.509642,Ohio,17901
University of Mount Union,Master,-81.108624,40.905093,Ohio,2187
Mount Vernon Nazarene University,Master,-82.474667,40.373859,Ohio,2229
College of Mount St Joseph,Doctor,-84.640143,39.094519,Ohio,2326
Muskingum University,Master,-81.737192,39.996635,Ohio,2154
Notre Dame College,Master,-81.516212,41.506938,Ohio,2269
Oberlin College,Master,-82.221786,41.29474,Ohio,2911
Ohio Dominican University,Master,-82.940499,39.99265,Ohio,2573
Ohio Northern University,Doctor,-83.830729,40.766144,Ohio,3619
Ohio State University-Lima Campus,Master,-84.026195,40.737828,Ohio,1077
Ohio State University-Mansfield Campus,Master,-82.578673,40.797259,Ohio,1204
Ohio State University-Marion Campus,Master,-83.085889,40.579444,Ohio,1259
Ohio State University-Newark Campus,Master,-82.447992,40.068353,Ohio,2315
Ohio State University-Main Campus,Doctor,-83.009001,39.998389,Ohio,57466
Ohio University-Main Campus,Doctor,-82.101064,39.326799,Ohio,28786
Ohio Wesleyan University,Bachelor,-83.067912,40.296912,Ohio,1830
Otterbein University,Doctor,-82.936231,40.12534,Ohio,2919
University of Rio Grande,Master,-82.377359,38.88058,Ohio,2314
Shawnee State University,Master,-82.995357,38.730909,Ohio,4341
Franciscan University of Steubenville,Master,-80.623094,40.376086,Ohio,2733
Tiffin University,Master,-83.18355,41.119193,Ohio,4954
University of Toledo,Doctor,-83.615225,41.65795,Ohio,20743
Union Institute & University,Doctor,-84.500139,39.126856,Ohio,1660
Urbana University,Master,-83.760035,40.099881,Ohio,1748
Ursuline College,Doctor,-81.466716,41.494971,Ohio,1357
Walsh University,Doctor,-81.36911,40.873295,Ohio,2963
Wilberforce University,Master,-83.879358,39.707993,Ohio,479
Wilmington College,Master,-83.817271,39.441097,Ohio,1173
Wittenberg University,Master,-83.814082,39.937463,Ohio,1979
The College of Wooster,Bachelor,-81.934674,40.81046,Ohio,2116
Wright State University-Main Campus,Doctor,-84.064881,39.780634,Ohio,16656
Xavier University,Doctor,-84.477648,39.149291,Ohio,6633
Youngstown State University,Doctor,-80.646515,41.105583,Ohio,13352
Bacone College,Bachelor,-95.335337,35.77707,Oklahoma,965
Oklahoma Wesleyan University,Master,-95.954124,36.717752,Oklahoma,1355
Southern Nazarene University,Master,-97.629504,35.513295,Oklahoma,2249
Cameron University,Master,-98.434163,34.606487,Oklahoma,5898
University of Central Oklahoma,Master,-97.470985,35.658239,Oklahoma,17220
East Central University,Master,-96.664196,34.773805,Oklahoma,4587
Langston University,Doctor,-97.260263,35.943953,Oklahoma,2533
Northeastern State University,Doctor,-94.968528,35.920499,Oklahoma,8548
Northwestern Oklahoma State University,Master,-98.667596,36.796313,Oklahoma,2307
Oklahoma Christian University,Master,-97.468312,35.609042,Oklahoma,2421
Oklahoma Panhandle State University,Bachelor,-101.638488,36.594518,Oklahoma,1375
Oklahoma State University-Main Campus,Doctor,-97.069743,36.123085,Oklahoma,26073
Oklahoma Baptist University,Master,-96.934334,35.359949,Oklahoma,2097
Oklahoma City University,Doctor,-97.541242,35.495271,Oklahoma,3179
University of Oklahoma-Norman Campus,Doctor,-97.445692,35.208152,Oklahoma,27292
Oral Roberts University,Doctor,-95.954215,36.050705,Oklahoma,3414
Rogers State University,Bachelor,-95.635739,36.319609,Oklahoma,4473
Saint Gregory's University,Master,-96.954186,35.367401,Oklahoma,684
University of Science and Arts of Oklahoma,Bachelor,-97.95641,35.031392,Oklahoma,918
Southeastern Oklahoma State University,Master,-96.376381,34.00361,Oklahoma,3826
Southwestern Christian University,Master,-97.639411,35.513596,Oklahoma,847
Southwestern Oklahoma State University,Doctor,-98.707964,35.534609,Oklahoma,4942
University of Tulsa,Doctor,-95.945175,36.151887,Oklahoma,4597
Concordia University-Portland,Doctor,-122.637944,45.568242,Oregon,5428
Eastern Oregon University,Master,-118.09384,45.320392,Oregon,4157
George Fox University,Doctor,-122.968394,45.30399,Oregon,3712
Lewis & Clark College,Doctor,-122.672478,45.450547,Oregon,3521
Linfield College-McMinnville Campus,Bachelor,-123.200464,45.201333,Oregon,1671
Marylhurst University,Master,-122.647755,45.398174,Oregon,1408
Northwest Christian University,Master,-123.079754,44.047483,Oregon,660
Oregon Institute of Technology,Master,-121.785177,42.257152,Oregon,4407
Oregon State University,Doctor,-123.274721,44.56274,Oregon,27902
University of Oregon,Doctor,-123.07398,44.044515,Oregon,24473
Pacific University,Doctor,-123.108777,45.521394,Oregon,3583
Portland State University,Doctor,-122.683553,45.511229,Oregon,28260
University of Portland,Doctor,-122.726859,45.571807,Oregon,4036
Reed College,Master,-122.63064,45.480376,Oregon,1411
Southern Oregon University,Master,-122.694034,42.186467,Oregon,5992
Warner Pacific College,Master,-122.562241,45.50349,Oregon,506
Corban University,Doctor,-122.958413,44.88408,Oregon,1143
Willamette University,Doctor,-123.030727,44.935743,Oregon,2855
Western Oregon University,Master,-123.238785,44.851866,Oregon,6177
Bryn Athyn College of the New Church,Master,-75.06093,40.131358,Pennsylvania,278
Albright College,Master,-75.910152,40.360248,Pennsylvania,2384
Allegheny College,Bachelor,-80.146922,41.648068,Pennsylvania,2161
DeSales University,Doctor,-75.376549,40.540137,Pennsylvania,3266
Alvernia University,Doctor,-75.938163,40.3102,Pennsylvania,2871
Arcadia University,Doctor,-75.165205,40.091941,Pennsylvania,3905
Bloomsburg University of Pennsylvania,Doctor,-76.446383,41.007989,Pennsylvania,10127
Bryn Mawr College,Doctor,-75.314988,40.028541,Pennsylvania,1738
Bucknell University,Master,-76.886275,40.954489,Pennsylvania,3608
Cabrini College,Master,-75.37215,40.054565,Pennsylvania,2448
California University of Pennsylvania,Master,-79.884477,40.066473,Pennsylvania,8243
Carlow University,Doctor,-79.963927,40.439851,Pennsylvania,3012
Carnegie Mellon University,Doctor,-79.942914,40.444616,Pennsylvania,12367
Cedar Crest College,Master,-75.519799,40.586695,Pennsylvania,1486
Chatham University,Doctor,-79.926083,40.448432,Pennsylvania,2170
Chestnut Hill College,Doctor,-75.228847,40.087048,Pennsylvania,2189
Cheyney University of Pennsylvania,Master,-75.529378,39.932293,Pennsylvania,1212
Clarion University of Pennsylvania,Master,-79.374775,41.209676,Pennsylvania,6080
Delaware Valley College,Master,-75.158202,40.29757,Pennsylvania,2023
Dickinson College,Bachelor,-77.197854,40.202796,Pennsylvania,2396
Drexel University,Doctor,-75.188745,39.954855,Pennsylvania,26132
Duquesne University,Doctor,-79.993046,40.437496,Pennsylvania,9904
East Stroudsburg University of Pennsylvania,Master,-75.172614,40.99622,Pennsylvania,6778
Eastern University,Doctor,-75.370268,40.052306,Pennsylvania,4004
Edinboro University of Pennsylvania,Master,-80.126363,41.869978,Pennsylvania,7098
Elizabethtown College,Master,-76.594175,40.150372,Pennsylvania,1892
Franklin and Marshall College,Bachelor,-76.319037,40.048045,Pennsylvania,2297
Gannon University,Doctor,-80.086258,42.126111,Pennsylvania,4211
Geneva College,Master,-80.352545,40.773474,Pennsylvania,1852
Gettysburg College,Bachelor,-77.234982,39.836091,Pennsylvania,2524
Gratz College,Doctor,-75.133025,40.065782,Pennsylvania,673
Gwynedd Mercy University,Master,-75.238052,40.197566,Pennsylvania,2371
Haverford College,Bachelor,-75.302562,40.013368,Pennsylvania,1187
Holy Family University,Doctor,-74.990365,40.060414,Pennsylvania,2956
Immaculata University,Doctor,-75.57063,40.027963,Pennsylvania,3675
Indiana University of Pennsylvania-Main Campus,Doctor,-79.159869,40.615589,Pennsylvania,14925
Juniata College,Master,-78.015204,40.499511,Pennsylvania,1635
Keystone College,Bachelor,-75.777456,41.558969,Pennsylvania,1595
King's College,Master,-75.878603,41.248118,Pennsylvania,2391
Kutztown University of Pennsylvania,Master,-75.785426,40.513705,Pennsylvania,9513
La Roche College,Master,-80.011977,40.569777,Pennsylvania,1481
La Salle University,Doctor,-75.152996,40.038503,Pennsylvania,6436
Lafayette College,Bachelor,-75.209058,40.700512,Pennsylvania,2486
Lebanon Valley College,Doctor,-76.513753,40.331733,Pennsylvania,2022
Lehigh University,Doctor,-75.378887,40.607158,Pennsylvania,7096
Lincoln University of Pennsylvania,Master,-75.928273,39.807725,Pennsylvania,1963
Lock Haven University,Master,-77.463565,41.142097,Pennsylvania,5260
Lycoming College,Bachelor,-77.0003,41.246127,Pennsylvania,1307
Mansfield University of Pennsylvania,Master,-77.07299,41.79971,Pennsylvania,2970
Marywood University,Doctor,-75.633996,41.434978,Pennsylvania,3175
Mercyhurst University,Doctor,-80.055568,42.103991,Pennsylvania,3011
Messiah College,Master,-76.988492,40.15867,Pennsylvania,3084
Millersville University of Pennsylvania,Master,-76.355091,39.99813,Pennsylvania,8279
Misericordia University,Doctor,-75.971016,41.344765,Pennsylvania,3026
Moravian College,Master,-75.380979,40.630888,Pennsylvania,1837
Mount Aloysius College,Master,-78.601358,40.459948,Pennsylvania,1835
Muhlenberg College,Bachelor,-75.508954,40.597362,Pennsylvania,2448
Neumann University,Doctor,-75.437928,39.874944,Pennsylvania,2956
Pennsylvania State University-Penn State Erie-Behrend College,Master,-79.986362,42.120271,Pennsylvania,4057
Pennsylvania State University-Penn State Great Valley,Master,-75.521311,40.052845,Pennsylvania,473
Pennsylvania State University-Penn State New Kensington,Master,-79.703269,40.55382,Pennsylvania,680
Pennsylvania State University-Penn State Shenango,Bachelor,-80.508204,41.234852,Pennsylvania,568
Pennsylvania State University-Penn State Wilkes-Barre,Bachelor,-76.017242,41.306529,Pennsylvania,613
Pennsylvania State University-Penn State Worthington Scranton,Bachelor,-75.620583,41.440258,Pennsylvania,1178
Pennsylvania State University-Penn State Lehigh Valley,Bachelor,-75.401798,40.557651,Pennsylvania,925
Pennsylvania State University-Penn State Altoona,Bachelor,-78.409112,40.540682,Pennsylvania,3861
Pennsylvania State University-Penn State Beaver,Bachelor,-80.296235,40.678254,Pennsylvania,703
Pennsylvania State University-Penn State Berks,Bachelor,-75.972141,40.357987,Pennsylvania,2732
Pennsylvania State University-Penn State Harrisburg,Doctor,-76.741961,40.205234,Pennsylvania,4441
Pennsylvania State University-Penn State Brandywine,Bachelor,-75.447825,39.928355,Pennsylvania,1492
Pennsylvania State University-Penn State Dubois,Bachelor,-78.751784,41.126941,Pennsylvania,704
Pennsylvania State University-Penn State Fayette- Eberly,Bachelor,-79.654944,39.948498,Pennsylvania,846
Pennsylvania State University-Penn State Hazleton,Bachelor,-76.031567,40.984157,Pennsylvania,951
Pennsylvania State University-Main Campus,Doctor,-77.861644,40.800732,Pennsylvania,46615
Pennsylvania State University-Penn State Greater Allegheny,Master,-79.827262,40.344474,Pennsylvania,623
Pennsylvania State University-Penn State Mont Alto,Bachelor,-77.544068,39.841914,Pennsylvania,1023
Pennsylvania State University-Penn State Abington,Bachelor,-75.110661,40.116995,Pennsylvania,3694
Pennsylvania State University-Penn State Schuylkill,Bachelor,-76.166371,40.642583,Pennsylvania,837
Pennsylvania State University-Penn State York,Master,-76.702835,39.952327,Pennsylvania,1177
Peirce College,Master,-75.166332,39.945483,Pennsylvania,1796
University of Pennsylvania,Doctor,-75.193618,39.951002,Pennsylvania,24630
Philadelphia University,Doctor,-75.194249,40.022281,Pennsylvania,3523
Cairn University-Langhorne,Master,-74.909509,40.165809,Pennsylvania,1093
University of Pittsburgh-Bradford,Bachelor,-78.673039,41.944173,Pennsylvania,1481
University of Pittsburgh-Greensburg,Bachelor,-79.535757,40.292824,Pennsylvania,1677
University of Pittsburgh-Johnstown,Bachelor,-78.832611,40.268583,Pennsylvania,2840
University of Pittsburgh-Pittsburgh Campus,Doctor,-79.954692,40.444502,Pennsylvania,28649
Point Park University,Master,-80.001462,40.438526,Pennsylvania,3841
Robert Morris University,Doctor,-80.211785,40.521088,Pennsylvania,5481
Rosemont College,Master,-75.329898,40.034771,Pennsylvania,957
Saint Francis University,Doctor,-78.638469,40.502782,Pennsylvania,2344
Saint Joseph's University,Doctor,-75.238343,39.994442,Pennsylvania,8954
Saint Vincent College,Doctor,-79.403702,40.29252,Pennsylvania,1813
University of Scranton,Doctor,-75.658031,41.40715,Pennsylvania,5633
Seton Hill University,Master,-79.556228,40.308623,Pennsylvania,2357
Shippensburg University of Pennsylvania,Master,-77.5229,40.057405,Pennsylvania,7548
Slippery Rock University of Pennsylvania,Doctor,-80.051814,41.060814,Pennsylvania,8347
Susquehanna University,Bachelor,-76.87521,40.79774,Pennsylvania,2187
Swarthmore College,Bachelor,-75.356066,39.904081,Pennsylvania,1534
Temple University,Doctor,-75.158267,39.980943,Pennsylvania,37270
Thiel College,Bachelor,-80.382134,41.41308,Pennsylvania,1100
Ursinus College,Bachelor,-75.455654,40.19405,Pennsylvania,1596
Valley Forge Christian College,Master,-75.54864,40.118341,Pennsylvania,1004
Villanova University,Doctor,-75.345457,40.039388,Pennsylvania,10696
Washington & Jefferson College,Bachelor,-80.240388,40.171898,Pennsylvania,1328
Waynesburg University,Doctor,-80.18727,39.899419,Pennsylvania,2190
West Chester University of Pennsylvania,Master,-75.594631,39.949084,Pennsylvania,15845
Westminster College,Master,-80.331376,41.118456,Pennsylvania,1366
Widener University-Main Campus,Doctor,-75.356718,39.86158,Pennsylvania,5025
Wilkes University,Doctor,-75.88833,41.243204,Pennsylvania,4665
Wilson College,Master,-77.658075,39.947461,Pennsylvania,662
York College Pennsylvania,Doctor,-76.727266,39.946709,Pennsylvania,5250
Brown University,Doctor,-71.404467,41.827605,Rhode Island,8943
Bryant University,Master,-71.539147,41.920149,Rhode Island,3454
Johnson & Wales University-Providence,Doctor,-71.413322,41.820558,Rhode Island,10369
New England Institute of Technology,Master,-71.502892,41.661783,Rhode Island,2933
Providence College,Master,-71.43792,41.844064,Rhode Island,4665
Rhode Island College,Doctor,-71.466915,41.84266,Rhode Island,8700
University of Rhode Island,Doctor,-71.527356,41.484691,Rhode Island,16387
Roger Williams University,Master,-71.261836,41.647314,Rhode Island,4732
Salve Regina University,Doctor,-71.301125,41.471445,Rhode Island,2603
Allen University,Bachelor,-81.020045,34.010348,South Carolina,651
Anderson University,Doctor,-82.640205,34.515506,South Carolina,2966
Charleston Southern University,Master,-80.069288,32.981986,South Carolina,3269
Benedict College,Bachelor,-81.021412,34.011285,South Carolina,2512
Southern Wesleyan University,Master,-82.761586,34.728068,South Carolina,1701
College of Charleston,Master,-79.937251,32.783142,South Carolina,11619
Citadel Military College of South Carolina,Master,-79.961399,32.796975,South Carolina,3598
Claflin University,Master,-80.854368,33.497367,South Carolina,1884
Clemson University,Doctor,-82.834463,34.677329,South Carolina,21303
Coker College,Master,-80.067713,34.37709,South Carolina,1172
Columbia International University,Doctor,-81.069502,34.081233,South Carolina,1154
Columbia College,Master,-81.001369,34.062923,South Carolina,1169
Converse College,Master,-81.918829,34.956232,South Carolina,1333
Erskine College,Doctor,-82.390797,34.330674,South Carolina,815
Francis Marion University,Master,-79.655515,34.192277,South Carolina,4058
Furman University,Master,-82.441473,34.920785,South Carolina,2953
Lander University,Master,-82.166351,34.201143,South Carolina,2877
Limestone College,Master,-81.648033,35.052919,South Carolina,3307
Morris College,Bachelor,-80.346346,33.938707,South Carolina,824
Newberry College,Bachelor,-81.601966,34.286201,South Carolina,1039
North Greenville University,Doctor,-82.37026,35.069758,South Carolina,2466
Presbyterian College,Doctor,-81.874408,34.465697,South Carolina,1433
University of South Carolina-Aiken,Master,-81.767901,33.572917,South Carolina,3299
University of South Carolina-Beaufort,Bachelor,-80.973595,32.303308,South Carolina,1724
University of South Carolina-Columbia,Doctor,-81.026971,33.998973,South Carolina,31964
Coastal Carolina University,Master,-79.0126,33.794733,South Carolina,9478
South Carolina State University,Doctor,-80.851185,33.497439,South Carolina,3463
University of South Carolina-Upstate,Master,-81.970583,34.996403,South Carolina,5445
Voorhees College,Bachelor,-81.130104,33.307455,South Carolina,536
Winthrop University,Master,-81.028667,34.938506,South Carolina,6130
Wofford College,Bachelor,-81.934572,34.957914,South Carolina,1615
Augustana College,Master,-96.738507,43.525939,South Dakota,1765
Black Hills State University,Master,-103.870009,44.495536,South Dakota,4464
Dakota State University,Doctor,-97.109609,44.0127,South Dakota,3129
Dakota Wesleyan University,Master,-98.030566,43.695995,South Dakota,879
Mount Marty College,Master,-97.409904,42.874475,South Dakota,1225
Northern State University,Master,-98.4837,45.452555,South Dakota,3275
Presentation College,Bachelor,-98.49077,45.482833,South Dakota,791
South Dakota State University,Doctor,-96.783415,44.31942,South Dakota,12525
University of Sioux Falls,Master,-96.738229,43.531574,South Dakota,1408
University of South Dakota,Doctor,-96.924664,42.784558,South Dakota,10235
Aquinas College,Master,-86.844214,36.132187,Tennessee,574
Austin Peay State University,Master,-87.354081,36.533319,Tennessee,10399
Belmont University,Doctor,-86.794715,36.133866,Tennessee,6915
Bethel University,Master,-88.516162,36.139271,Tennessee,6634
Bryan College-Dayton,Master,-85.016596,35.495721,Tennessee,1704
Carson-Newman University,Doctor,-83.492183,36.122224,Tennessee,2045
Christian Brothers University,Master,-89.983241,35.127437,Tennessee,1577
Cumberland University,Master,-86.29966,36.204243,Tennessee,1501
Lipscomb University,Doctor,-86.799304,36.10469,Tennessee,4580
East Tennessee State University,Doctor,-82.366954,36.301643,Tennessee,14691
Fisk University,Master,-86.805671,36.16912,Tennessee,646
Welch College,Bachelor,-86.826158,36.134633,Tennessee,338
Freed-Hardeman University,Master,-88.639418,35.440073,Tennessee,1811
King University,Master,-82.156532,36.585899,Tennessee,2575
Lane College,Bachelor,-88.806832,35.628197,Tennessee,1554
Le Moyne-Owen College,Bachelor,-90.034101,35.118641,Tennessee,1023
Lee University,Master,-84.870018,35.166166,Tennessee,4922
Lincoln Memorial University,Doctor,-83.658818,36.581284,Tennessee,3952
Martin Methodist College,Bachelor,-87.035085,35.200662,Tennessee,1144
Maryville College,Bachelor,-83.963853,35.751969,Tennessee,1168
University of Memphis,Doctor,-89.982038,35.115934,Tennessee,21480
Middle Tennessee State University,Doctor,-86.362094,35.849139,Tennessee,23881
Milligan College,Master,-82.29499,36.30036,Tennessee,1198
Rhodes College,Master,-89.989187,35.154424,Tennessee,2040
Sewanee-The University of the South,Doctor,-85.917772,35.20443,Tennessee,1701
Southern Adventist University,Doctor,-85.050878,35.049136,Tennessee,3255
Tennessee Wesleyan College,Master,-84.592647,35.444939,Tennessee,1084
The University of Tennessee-Chattanooga,Doctor,-85.299812,35.048247,Tennessee,11674
The University of Tennessee-Knoxville,Doctor,-83.929696,35.955093,Tennessee,30030
The University of Tennessee-Martin,Master,-88.864211,36.340338,Tennessee,7423
Tennessee State University,Doctor,-86.82937,36.16899,Tennessee,8883
Tennessee Technological University,Doctor,-85.503957,36.174659,Tennessee,11118
Trevecca Nazarene University,Doctor,-86.753566,36.142115,Tennessee,2406
Tusculum College,Master,-82.761716,36.172558,Tennessee,2055
Union University,Doctor,-88.858524,35.676896,Tennessee,3993
Vanderbilt University,Doctor,-86.804875,36.14443,Tennessee,12757
Abilene Christian University,Doctor,-99.70954,32.46915,Texas,4461
Angelo State University,Doctor,-100.466495,31.44145,Texas,6536
Austin College,Master,-96.598772,33.646307,Texas,1223
Baylor University,Doctor,-97.119359,31.545956,Texas,15616
Concordia University-Texas,Master,-97.836247,30.420952,Texas,2565
Texas A & M University-Corpus Christi,Doctor,-97.331933,27.718601,Texas,10913
Dallas Baptist University,Doctor,-96.947006,32.710017,Texas,5422
University of Dallas,Doctor,-96.921573,32.846202,Texas,2598
East Texas Baptist University,Master,-94.374337,32.554545,Texas,1247
Texas A & M University-Texarkana,Master,-94.10398,33.49561,Texas,1842
Texas A & M University-Commerce,Doctor,-95.906913,33.243814,Texas,11591
Hardin-Simmons University,Doctor,-99.733815,32.476786,Texas,2220
Houston Baptist University,Master,-95.515978,29.694414,Texas,2910
University of Houston-Clear Lake,Doctor,-95.098129,29.582523,Texas,8164
University of Houston-Downtown,Master,-95.35953,29.763831,Texas,13757
University of Houston-Victoria,Master,-96.978193,28.816438,Texas,4491
University of Houston,Doctor,-95.344851,29.719988,Texas,39540
Howard Payne University,Master,-98.984956,31.716345,Texas,1170
Huston-Tillotson University,Bachelor,-97.721698,30.264672,Texas,973
University of the Incarnate Word,Doctor,-98.467709,29.468052,Texas,8685
Jarvis Christian College,Bachelor,-95.17773,32.588249,Texas,609
Lamar University,Doctor,-94.073389,30.044274,Texas,14035
