name	level	heat	longitude	latitude
粉红清真寺		0	101.689085	2.935953148
忍野八海		0	138.8328042	35.4604466
包公墓		0.74	117.297009	31.858315
延庆观		0.72	114.345693	34.791994
绿林寨	4A	0.7	113.108108	31.358984
云龙涧	3A	0	119.35957	34.673681
蒲津渡		0.72	110.297885	34.851085
上饶灵山风景名胜区		0	117.838313	28.551653
玫瑰小镇		0	120.462828	36.586718
沈阳清福陵	4A	0.7	123.597549	41.835813
长乐显应宫	3A	0	119.654283	25.920583
霍夫堡宫		0.7	16.364924	48.205429
大唐秦王陵	3A	0	107.117706	34.402981
玉几岛风景区		0	100.197327	25.912532
窑湾古镇	4A	0	118.079437	34.186649
水浒好汉城	4A	0	115.93948	35.591736
宁波东钱湖小普陀	3A	0	121.663567	29.775464
浔阳楼		0.74	116.008437	29.73943
魁星楼	3A	0.72	117.956898	40.964002
北方兵器城	4A	0.7	109.8855746	40.68703601
苏三监狱		0.76	111.681114	36.259882
钟楼		0.74	114.181065	22.29651
井塘古村		0	118.405473	36.60834
太行水镇	4A	0	115.24968	39.293775
六和塔		0.74	120.138137	30.202771
双塔寺		0.72	112.60338	37.853069
阿斯塔那古墓群		0	89.537959	42.888903
广德风景区		0	105.572323	30.500193
秦皇古驿道景区		0	114.197373	38.058435
雅典卫城		1	23.726188	37.972182
千岛湖文渊狮城度假区（水下古城）		0	118.680693	29.480131
苍南碗窑古村落风景区		0	120.271509	27.495694
宝相寺	4A	0	116.495109	35.736965
龙游石窟	4A	0.84	119.196547	29.06671
定鼎门遗址博物馆		0	112.473474	34.636616
青瓦房古村落		0	108.198141	22.815481
处女泉景区	4A	0	110.349559	35.149134
鸡鸣驿古城		0.84	115.323734	40.456204
宝箴塞民俗文化村	3A	0.7	106.077937	30.355173
青州泰和旅游区	4A	0	118.270875	36.549218
大理喜洲严家民居		0	100.138778	25.857726
九份老街		0.88	121.843847	25.108509
北京明城墙遗址公园	4A	0	116.442055	39.909212
东山陆巷古村	5A	0	120.367021	31.081751
花洲书院	3A	0.74	112.104296	32.678111
山陕甘会馆		0.72	114.359539	34.80343
繁塔		0.72	114.371263	34.775527
上九山古村		0	116.883991	35.206363
土城古镇		0	106.012501	28.278971
溱潼古镇	4A	0.86	120.104311	32.656733
地坛公园		0.72	116.42197	39.960464
古莲花池	3A	0.74	115.50574	38.862805
丹噶尔古城	4A	0.7	101.286318	36.693134
西安大唐西市博物馆		0	108.914111	34.252909
曾厝垵		0	118.131359	24.436317
朱仙镇		0	114.273709	34.621794
龙泉寺	4A	0.72	106.73598	35.552961
长春祠		0.7	121.6044503	24.16230255
军山风景区	3A	0	120.9097123	31.94784875
大观公园	4A	0	102.681834	25.030212
孟庙	4A	0	116.980556	35.394089
伏见稻荷大社		1	135.7726717	34.9671402
镇远		0.92	108.429895	27.055759
钓鱼城	4A	0.72	106.323048	30.011336
绩溪紫园	3A	0	118.606743	30.053336
震泽古镇	4A	0	120.515956	30.918345
古丈县夯吾苗寨		0	112.641587	27.126515
中天门		0.76	117.1210973	36.24823849
板厂峪		0	119.57701	40.199588
廿八都古镇	5A	1	118.492087	28.298816
洛克旧居		0	100.220424	27.018119
东鸡冠山	4A	0.72	121.290752	38.839777
平江历史文化街区	4A	0	120.64138	31.315151
九顶塔		0	117.139435	36.428001
西湖李家		0	116.266017	28.518851
洛杉矶天空观景台		0	-118.2565108	34.0511247
苗王城		0	109.2523511	27.96512571
种福堂		0.7	120.751193	27.947275
安阳天宁寺		0	114.356069	36.103899
坪坝营原生态休闲旅游区	4A	0	108.990824	29.440664
喀什艾提尕尔清真寺		0.98	75.995029	39.479072
泉州少林寺		0	118.6053916	24.96794932
中国观音故里旅游区		0.8	105.624945	30.525278
曲江池遗址公园		0.72	108.989987	34.207184
塔佩门		0	98.9932291	18.7877403
天宁宝塔		0	119.97685	31.781532
水上清真寺		0	116.14386	6.096884
明显陵	4A	0.88	112.638341	31.209101
石鼓书院	3A	0	112.623519	26.916938
坎儿井传承区		0	89.088912	42.989097
青岛山炮台遗址（德军地下指挥部）		0	120.349592	36.075817
昭陵		0.7	116.226232	40.294982
美功铁道市场		0	99.99876299	13.40748137
桃渚城		0.7	121.548435	28.8317
三河古镇	5A	0.92	117.250617	31.522255
马德里皇宫		0	-3.714312077	40.41795528
青羊宫		0.76	104.04744	30.666478
映秀地震遗址	4A	0.7	103.49807	31.063224
赛金花故居	4A	0.7	117.963602	29.964167
五丈塬诸葛亮庙		0.7	107.632511	34.27062
摩围山景区		0	108.056784	29.190098
宋元崖门海战文化旅游区		0	113.099835	22.27396
羊山风景区	4A	0	116.2535828	35.17835494
合肥三国遗址公园		0	117.13054	31.927823
吐峪沟麻扎村		0	89.699515	42.862384
寻龙山龙隐镇		0	104.436739	31.629972
石家庄市鹿泉抱犊寨风景区		0	114.275519	38.099511
和贵楼		0.86	117.100109	24.663918
十分老街		0	121.7761643	25.04393462
香山公园	4A	0.72	116.203098	39.996942
赵州桥	4A	0.8	114.775583	37.728641
郭洞古生态村	3A	0.78	119.840628	28.82083
万佛堂石窟	3A	0.74	121.172602	41.581431
宝光寺		0.7	104.166618	30.837179
中国汉城		0	112.789226	32.122237
容州古城	4A	0	110.567084	22.861566
南岳大庙		0.74	112.740854	27.250976
水濂山		0.72	113.768971	22.933484
克里姆林宫		0	37.6174994	55.7520233
米拉公寓		0	2.161961451	41.39537987
清漾村	4A	0.72	118.590463	28.576249
水关长城	4A	0	116.044362	40.344683
高淳老街	4A	0.7	118.875284	31.32522
归元寺	4A	0.78	114.267351	30.552176
板梁古村	3A	0	112.873869	26.084327
元中都遗址		0.72	114.636308	41.297175
傍水崖景区		0	119.57509	40.132214
檀园		0	121.314903	31.298225
伪满八大部		0	125.313132	43.8832
中原大佛景区	5A	0	112.465789	33.774685
舞龙峡		0	120.740257	29.218345
召稼楼	4A	0	121.555586	31.080932
龚滩古镇	4A	0.72	108.359376	28.913345
通天飞瀑		0.7	119.636528	30.008136
芙蓉古村		0	120.742089	28.336307
澳门银河度假村		0	113.564983	22.152136
宝源老醋坊		0	112.375196	37.513576
奉国寺	4A	0.76	121.25479	41.54933
悉尼歌剧院		0.74	151.2152967	-33.8567844
曾赵园		0.7	120.742007	31.64802
庆安会馆	3A	0.74	121.568995	29.878539
梁野山	4A	0.7	116.1941383	25.16700962
崇文塔		0.7	108.939944	34.484709
梵高美术馆		0	4.88107	52.358413
大连旅顺西炮台风景区		0	121.228685	38.811461
阙左门（东阙门）		0	116.404442	39.91914
荆州九老仙都景区		0	112.204656	30.363502
天师府		0	117.044411	28.049443
河口断桥	4A	0	124.834641	40.420352
九龙池		0	121.702638	37.301922
西禅寺		0.76	119.295907	26.080546
音乐台		0.7	118.861977	32.060752
张石铭故居		0.72	120.436968	30.881083
香溪堡	3A	0.74	114.111512	23.594089
退思园		0.72	120.721836	31.170078
遂昌金矿国家矿山公园	4A	0	119.434377	28.619183
喀什噶尔老城	5A	0	75.999654	39.483287
千华古村		0	119.094538	32.134968
南塘老街		0	121.540442	29.856584
三水森林公园孔圣园		0	112.885658	23.193634
大梁江古村落		0	113.979939	37.916509
爱丁堡城堡		1	-3.199913025	55.94859464
德安古堡		0	118.169835	24.855239
彼得大帝夏宫		0	29.90859786	59.88630374
青山关	4A	0.72	118.557662	40.415938
帕辛寺		1	98.9813242	18.78859715
青岛德国总督楼旧址博物馆	3A	0	120.3382331	36.07109149
朝阳楼		0.76	102.837598	23.622625
梅李聚沙园	4A	0	120.882799	31.711352
大水井建筑群		0.72	108.911073	30.473989
广佑寺	4A	0	123.183199	41.282843
新天鹅堡		0	10.74980006	47.557574
墨尔本普芬比利蒸汽小火车		0	145.353657	-37.908382
九子岩景区	4A	0.7	117.872727	30.545808
盂城驿		0.7	119.4445	32.776671
项王故里	4A	1	118.306601	33.944663
西山雕花楼		0	120.246602	31.129569
鸣翠谷	3A	0	111.247709	30.741449
龙峰山	3A	0.72	99.68635219	41.1782721
荷里路德宫		0	-3.1722724	55.9527138
永济五老峰	4A	0.76	110.601816	34.804467
陈武帝		0.7	119.943815	31.01176
仓颉庙	3A	0	109.7030105	35.37706131
飞水谷		0	109.54239	27.923045
护城河		0	120.594035	29.987956
小莲庄		0.78	120.4356119	30.87554614
绵阳千佛山风景区		0.84	104.256704	31.663596
南海禅寺	4A	0	114.373375	33.004145
胡佛大坝		0	-114.7377329	36.01606455
张家界老院子		0.7	110.527321	29.123316
重庆市人民大礼堂	4A	0.72	106.559947	29.567994
璟园古民居博物馆		0	119.827693	28.859051
云翔寺		0	121.313628	31.297317
金锁关		0	109.014992	35.242769
城隍阁		0.72	120.171161	30.242179
国子监	4A	0.74	116.420453	39.952927
温莎古堡		0	-0.604423	51.483895
老君洞		0.7	106.60663	29.549334
下梅古村		0.72	118.052719	27.673668
扎什伦布寺	5A	0.9	88.879118	29.269685
尧帝陵		0.72	111.796576	36.073515
贺州客家围屋		0.76	111.664828	24.432778
柳城崖山		0	109.181605	24.671635
金山嘴渔村		0	121.382702	30.738369
洪村		0	117.720698	29.382072
洛带古镇	4A	0.74	104.328977	30.640483
蒙山大佛	4A	0.7	112.4535518	37.78305384
枫丹白露宫		0	2.699496366	48.40209579
素贴寺		0	98.92160764	18.80489546
红灯笼外婆家乡村家园		0.7	119.526959	29.920009
龙母太庙	4A	0.96	111.321378	23.487451
梅关古道		0.74	114.34894	25.328994
商丘古城	4A	0	115.613772	34.379798
口岸雕花楼景区（柴墟古镇）	4A	0	119.885586	32.308983
万松书院		0	120.167686	30.233315
兴坪渔村		0.72	110.52807	24.923515
新长春园(夏苑)		0	120.262078	29.114675
送子来凤桥		0	120.899979	30.951172
亚拉河谷庄园		0	145.4099974	-37.6006591
景德镇御窑厂国家考古遗址公园		0	117.213784	29.301284
成吉思汗陵旅游景区	5A	1	109.832426	39.369384
娲皇宫	5A	1	113.629833	36.649967
锁阳城		0.7	96.210217	40.25321
雨花台	4A	0.86	118.785863	32.009063
南阳卧龙岗武侯祠	4A	0.88	112.513787	32.983439
郭庄		0	120.138901	30.249833
泾县黄田风景区		0	118.505323	30.464317
天坑寨子民俗风情区		0	107.774515	29.423749
渠家大院		0.72	112.333965	37.363621
回贤古寨		0	0	0
古罗马竞技场		0	12.49223008	41.89020995
自然历史博物馆		0	-73.97398685	40.78132258
遵义会议会址	4A	1	106.926268	27.694178
古北口长城	3A	0.7	117.172205	40.689651
苏州沙溪古镇		0.7	121.063045	31.572383
武昌起义军政府旧址	4A	0.72	114.3129314	30.54783126
太虚宫	3A	0	120.8431	37.348752
山底抗日地道遗址		0	114.125745	36.466071
长江观音景区		0	118.803931	32.133416
清水寺		1	135.7850556	34.99488889
大伾山景区	4A	0	114.562151	35.666715
翠郊古民居		0	120.106164	27.192629
河阳古民居		0	120.015868	28.731471
苏公塔		0.72	89.212779	42.941938
鹳雀楼	4A	0.78	110.277179	34.833102
太清宫游览区		0.72	120.687436	36.144968
盐官观潮景区	4A	0	120.553255	30.40823
《遇见·丽江》演出		0	100.242871	26.880517
遇见·香格里拉秀		0	99.710291	27.820377
二条城		1	135.7486931	35.01423265
天龙寺		1	135.67375	35.01566667
暖泉室外打树花		0	114.443769	39.804811
暖泉古镇	3A	0	114.458012	39.815419
王家大院	3A	0.7	119.765253	40.013147
乌布皇宫		0	115.2627361	-8.506727627
老司城		0.72	109.982944	28.999625
罗布林卡	4A	0.76	91.102232	29.65577
古猗园	4A	0.7	121.323438	31.298418
五龙山	4A	0.72	124.34106	40.259306
新泰莲花山	4A	0.7	117.642377	35.97921
安通国家公园		0	99.988694	9.499375
冶仙塔		0.7	116.877047	40.400083
大连海滨旅顺口		0.72	121.2639871	38.80247342
广胜寺		0.82	111.819144	36.307166
镇国寺	4A	0.72	112.283305	37.291693
凤凰山江苗寨		0	109.476694	28.047233
钟表馆		0	116.403413	39.921947
华威城堡		0	-1.585228	52.27966841
襄阳古城墙		0	112.16333	32.016232
四明山地质公园		0	119.034089	28.479885
魏武祠	3A	0	115.792164	33.856419
秋浦河漂流		0	117.579745	30.19465
寺平古村		0	119.358338	29.028909
色达喇荣五明佛学院		0	100.462021	32.143414
西柏坡	5A	0	113.948895	38.348613
皇居		0	139.7527998	35.68517261
大觉寺		0.7	116.113284	40.058445
天门寺		0	117.074755	34.069105
大圩古镇		0.72	110.433844	25.188242
瑞金红井	5A	0.7	116.014033	25.885686
徽商大宅院		0.7	118.434737	29.876402
布拉格城堡		1	14.3995792	50.09021652
薛福成故居	4A	0.72	120.302601	31.576584
韩侯故里	3A	0.72	118.947661	33.540845
武圣园	3A	0	117.504485	37.501661
恬庄古街		0	120.67679	31.783628
北塔博物馆		0	120.469029	41.588837
猇亭古战场风景区		0	111.409044	30.577014
建德七里扬帆景区	4A	0	119.550788	29.553448
圆明园遗址公园绮春园		0	116.325624	40.01243785
陶渊明故居·守拙园景区		0	117.892043	29.898165
巴特罗之家		0	2.164769635	41.39163887
十六沟		0	113.968683	36.875119
杏花村	4A	0.7	117.477931	30.649788
伏波山	4A	0.76	110.310388	25.289642
王家坪革命旧址	3A	0.7	109.487156	36.614134
小连城		0.7	106.832019	22.352161
思溪延村	4A	0.8	117.809973	29.345107
徐锡麟故居		0.7	120.542733	30.060278
罗浮山羌王城		0.7	104.347274	31.594955
灵渠	4A	0.72	110.690678	25.604685
九一八历史博物馆	4A	0.8	123.472796	41.840604
大澳		0.72	113.867207	22.26153
大别山石窟风景区	4A	0	116.560396	31.490213
故乡里主题公园		0	113.070639	23.48987
塞维利亚王宫		0	-5.990225017	37.38305092
建水景区		0.7	102.739879	23.642963
罗睺寺		0	113.604008	39.015049
文峰塔		0.92	114.354515	36.104299
鼓浪屿中国唱片博物馆（黄荣远堂）		0	118.079553	24.449621
比干庙	4A	0.74	114.094276	35.470938
双龙寺		1	102.36879	5.996773
关麓古村	3A	0.7	117.875771	29.902196
九寨沟	5A	1	103.928015	33.271447
玉泉观	4A	0.86	105.718795	34.591546
翦云山	3A	0	116.841749	36.22603
襄阳春秋寨景区		0	111.892137	31.380149
浦江江南第一家	4A	0	120.015443	29.491119
朝阳槐树洞		0	120.3706949	41.38475496
济南芙蓉街		0	117.029527	36.675147
阆中大佛寺		0	105.9783	31.5712
金殿		0	111.011859	32.403462
空中宫殿		0	103.8562727	13.4457097
河下古镇	5A	0	119.140486	33.538233
夯吾苗寨		0	109.8588	28.442152
烟袋斜街		0.72	116.400081	39.945678
爱晚亭		0.74	112.944173	28.186842
承启楼		0.78	117.015804	24.666504
聪明山水景区	4A	0	121.76268	29.213666
荷兰红屋		0	102.2493038	2.194115797
平乐古镇	4A	0.76	103.342668	30.350507
感通寺		0.72	100.175504	25.649623
绍兴兰亭	4A	0.92	120.507221	29.93159
婺源油菜花	5A	0.9	118.058037	29.373708
豆蔻寺		0	103.8997847	13.4197395
金马碧鸡坊		0.82	102.716349	25.039799
厦门小嶝休闲渔村	3A	0	118.392507	24.561512
麻城五脑山森林公园	3A	0	115.0028495	31.23344845
南阳古镇	4A	0	116.680666	35.099875
西安广仁寺	3A	0	108.932263	34.280013
蓝色清真寺		0	28.9768138	41.00541011
盘山塔林		0.7	117.271143	40.096476
孟府	4A	0.7	116.980556	35.394089
毫州华佗纪念馆		0.7	115.788583	33.883194
炳灵寺石窟		0.7	103.0267267	35.8326616
银山塔林	4A	0.7	116.333507	40.330687
孙中山故居纪念馆	5A	0.84	113.526507	22.440893
明皇陵		0.76	117.531895	32.821603
皖南事变烈士陵园	4A	0.78	118.403658	30.702543
曾园		0.7	120.742151	31.648104
杜公祠		0	109.561637	36.43723
龙川水街		0	118.676537	30.082202
斯德哥尔摩王宫		0	18.07171836	59.32682198
大城小像?北京		0	116.40498	39.898003
大观天下		0	116.342458	24.415372
桂林訾洲岛景区		0	110.309966	25.275364
桃坪羌寨		0.7	103.456298	31.564523
苦竹寨		0	110.14781	29.337427
草堂寺	3A	0.7	108.750629	34.018409
南京巷钱庄	3A	0.72	115.780733	33.888476
韩王庙		0	114.307157	36.113178
科隆千树园		0	116.762682	23.508207
天津袁世凯故居		0	117.201975	39.14446
丁蹄作坊		0	121.01987	30.891633
以弗所古城		0	27.36764059	37.94893119
春日大社		0	135.8483855	34.68138031
东大寺		0	135.8398158	34.6889851
培田古民居	3A	0.72	116.645749	25.641862
嵩阳书院	4A	0.78	113.040152	34.485943
理坑		0.8	117.83572	29.53169
嘉业堂藏书楼		0.8	120.434435	30.875816
北禅寺		0.78	101.791065	36.647105
钱王陵	3A	0.7	119.732618	30.240511
开元寺	4A	1	118.591951	24.919329
琴溪香谷		0.7	119.599854	29.961905
贝子庙	4A	0	116.0780703	43.95546101
汉中武侯祠	4A	1	106.641351	33.156517
三苏园	4A	0	113.105898	34.081349
汉城湖		0	108.926482	34.326205
林德霍夫宫		0	10.96076107	47.57139969
泰姬陵		0.78	78.04215507	27.17501498
旅顺军港		0	121.263729	38.809405
无量台风景区	3A	0	112.775195	32.026751
绍兴乌篷船		0	120.601768	30.002034
静安寺		0	121.452054	31.229399
河桥古镇		0	119.246814	30.106122
嘉应观	4A	0.7	113.516203	35.043331
伍山石窟度假区	4A	0.72	121.763098	29.213713
百望山森林公园	3A	0.7	116.26297	40.036622
大禹陵		0.8	120.619763	29.970299
洪江古商城		0.84	110.012413	27.120941
烟水亭		0.74	115.992607	29.72854
绿岛旅游山庄	4A	0.7	116.87859	23.701501
陶然亭公园	4A	0.72	116.388224	39.880234
宝船厂遗址	3A	0	118.739957	32.066758
扁鹊庙	4A	0.74	114.278864	37.315742
观鱼亭		0.72	87.042946	48.700437
吴哥城		0	103.856324	13.423799
千丈岩		0	119.905847	28.767754
墨戎苗寨		0	110.008155	28.60332
和谐钟塔		0	114.952602	25.900239
云台阁		0	119.437294	32.219754
广德寺		0	105.574716	30.498593
钱王祠		0	120.16456	30.248567
芽庄大教堂		0	109.1880665	12.24679
鲁镇		0	120.485974	30.050509
瑞应寺	4A	0.86	121.452924	41.9431
大新恩城山水风光		0.7	107.1019145	22.74348368
中岳庙		0.74	113.080675	34.461814
岳姑殿景区		0	121.767962	37.304656
唐城遗址		0.72	119.424942	32.427586
石窟寺	3A	0	113.036537	34.817893
消灾寺景区		0	106.630032	33.957241
唐模古村	5A	0.72	118.336253	29.875917
纪晓岚故居		0.7	116.393596	39.896121
西柏坡中共中央旧址	5A	0.74	113.947756	38.34542
Qunar办公大楼-XSI		0	173.1931117	13.41522443
随州炎帝故里风景区	4A	0	113.306025	31.849259
天官王府		0	112.565943	35.524388
吐峪沟大峡谷		0	89.693384	42.839662
韩城市博物馆（文庙、东营庙、城隍庙）		0	110.447246	35.465852
卧佛寺		1	100.489659	13.750735
古崖居	3A	0.7	115.782186	40.468672
莎士比亚故居		0	-1.7080062	52.1939115
平海古城		0.78	114.896138	22.620545
康有为故居		0.72	120.33929	36.059923
三峡老街		0	121.3697357	24.93354988
漫川关古镇		0.72	110.069498	33.236909
千鸟之渊		0	139.7486423	35.6896487
盘山烈士陵园		0.7	117.331931	40.067061
203高地		0.7	121.296029	38.907976
阿尔汗布拉宫		0.7	2.36731	48.84728
狮身人面像		0.9	31.13756943	29.97526932
边关硕龙地下长城		0	106.832752	22.825936
蒲松龄书馆		0.7	117.744882	36.68414
电岩炮台		0.72	121.274801	38.800271
殊像寺		0.72	117.931588	41.019789
客家祖地		0.78	116.4948424	26.25819457
中国孙子兵法城	3A	1	117.509331	37.514592
柯桥古镇		0.76	120.48031	30.07371734
黄梁梦吕仙祠	3A	0.78	114.498608	36.686845
扬美古镇		0.74	108.07403	22.845904
印度门		1	72.8346543	18.9219841
多玛巴切新皇宫		0	28.9989	41.04041
浦西山		0	102.1369824	19.89022808
毛泽东诗碑园		0	115.9755937	29.55671315
阿维尼翁教皇宫		0	4.807674	43.95088
肯辛顿宫		0	-0.188083172	51.50507355
古城岩		0	118.234388	29.789437
连州龙潭		0	112.460029	24.707388
黄山雄村景区	4A	0	118.450762	29.827356
长乐古村		0	119.286314	29.263581
慈城冯俞宅	4A	0	121.46136	29.990419
学政考棚		0	102.832569	23.619362
南华山神凤文化景区	4A	0	109.61278	27.953065
泰州凤城河学政试院景区		0	119.927373	32.496116
赵公明财神文化区		0	108.349125	34.08034
沂蒙革命根据地		0	118.323895	35.870715
包山禅寺		0	120.297903	31.11708
关西新围景区	4A	0	114.952508	24.850026
库伦三大寺旅游景区	4A	0	122.00666	42.866862
陈嘉庚纪念胜地景区		0	118.111929	24.571534
三名旅游景区		0	110.608304	22.783609
知青城	3A	0	109.1813938	24.67244399
万泉湖		0	110.212029	19.012274
古北口文化文物旅游区		0	117.172195	40.689651
朝阳千佛洞旅游区	3A	0	120.348477	41.285702
嘉祥青山寺		0	116.314136	35.352839
文庙		0.72	110.833942	24.837177
龙湖寨		0.82	116.65814	23.562313
科隆大教堂		1	6.9582814	50.9412784
大清国1号界碑		0.7	108.0626555	21.54840903
平安神宫		1	135.7824263	35.0159823
三十三间堂		1	135.7717491	34.98791803
吐鲁番郡王府		0.7	89.215713	42.94202
南屏晚钟		0.72	120.155601	30.235475
玉泰盐铺原址		0	121.2869657	29.6876757
忠烈祠		0.74	112.735776	27.258763
财神湾		0	120.49451	30.754919
苏堤春晓		0.74	120.138273	30.243836
张氏旧宅建筑群		0.7	120.436967	30.881082
老铁山灯塔		0.7	121.14705	38.7339
巴金寓所		0.7	121.447004	31.215016
赤崁楼		1	120.2025433	22.997478
西安城隍庙		0.7	108.943735	34.26798
文武庙		0.7	114.161718	22.287166
解放阁		0.74	117.040064	36.668997
三江侗乡		0.7	109.613055	25.778989
华光楼		0.74	105.9797621	31.57750582
光明顶		0.8	118.176111	30.13845
黄龙寺		0.7	103.430692	30.934828
煤气镇		0	-123.1096593	49.28438707
万国宫		0	6.140492	46.226556
象岛		1	72.9312921	18.9608385
昭君村	3A	0.72	110.735724	31.266152
房山世界地质公园		0.7	115.882288	39.590974
大金塔		0	96.1496143	16.798308
霍华德城堡		0	-0.9061282	54.1218033
都峤山森林公园	4A	1	110.654034	22.827285
李郑屋古墓		0.7	114.1715967	22.3409214
千尊玉佛寺		0.7	116.9589755	39.09674921
谢鲁山庄	4A	0.76	110.195073	22.156401
华西金塔		0.7	120.441402	31.839378
戏马台	3A	0.86	117.196584	34.261055
东坡赤壁	4A	0.86	114.873446	30.458114
中旅社旧址		0.7	121.220244	29.708824
哲蚌寺		0.78	91.05648	29.677893
炎亭		0.72	120.661727	27.451621
花石楼		0.76	120.360403	36.056278
肥城牛山国家森林公园		0.7	116.736181	36.274308
丽江金塔		0	100.270014	26.842331
五福桥		0	120.90481	30.950663
烟雨长廊		0	120.901896	30.951235
恒春古城		0	120.7442518	22.00156883
旗后灯塔		0	120.264005	22.613238
达布夏珠林寺		0	92.60029	29.148149
龙潭峡		0	119.352521	40.070431
亿载金城		0	120.1592538	22.98788113
碧霞祠		0	117.115675	36.261998
岱宗坊		0	117.136759	36.207423
西双版纳大吉总佛寺		0	100.81304	21.994712
南海观音寺		0	113.114533	23.180278
皇家安大略博物馆		0	-79.394785	43.667703
西贡圣母大教堂		0	106.6989856	10.779853
滦州古城		0	118.760314	39.746725
合江亭		0	104.087409	30.653177
芭堤雅小人国		0	100.90966	12.954438
七仙大福村		0	118.708374	31.652223
高密莫言故居		0	119.953523	36.467706
朱旺景区		0	118.485274	30.347772
慈城孔庙		0	121.457911	29.98993
挖色镇		0	100.231859	25.829511
中山四路		0	106.553467	29.566817
波特涛塔		0	96.1720825	16.7684725
旧湾仔邮政局		0	114.185131	22.277278
歙县瞻淇古村落		0	118.52901	29.88101
东正教堂		0	-118.3101866	34.0951986
金龙山风景名胜区		0	111.708151	37.160441
逢简水乡		0	113.159924	22.820248
满洲里欧式旅游观光婚礼宫		0	117.465046	49.592951
武定府		0	117.515581	37.499184
兰斯圣母大教堂		0	4.034042155	49.25385765
大阳山文殊寺		0	120.474839	31.345723
蒲屏皇宫		0	98.8990118	18.80655037
珊瑚石城堡		0	-80.26838127	25.72149892
古芝地道		0	106.4642756	11.1442864
维苏那拉特寺		0	102.1384583	19.88724136
兜率天宫		0	120.410304	30.031509
中国睢宁水月禅寺景区		0	117.896369	33.921958
磨西古镇		0	102.132207	29.648547
桂园		0	106.553317	29.569024
大埔县坪山梯田旅游区		0	116.89151	24.322533
细君公主墓		0	80.594643	42.674672
贾特拉帕蒂·希瓦吉火车站		0	0	0
全州韩屋村		0	127.1539536	35.81516647
灌县古城		0	103.629499	31.001131
中国墨子文化旅游区		0	112.371228	33.771054
鸿恩寺		0	106.519199	29.577599
沙巴神山公园		0	116.5229323	6.0366417
新宿御苑		1	139.7100517	35.6851763
明光寺佛教文化景区	4A	0	117.8495902	35.5909371
虹桥		0	109.612941	27.954133
千岛湖宋家渔村		0	119.045813	29.594199
大同古城墙		0	113.318821	40.10717
树中佛寺		0	99.9415855	13.4461359
查莫洛文化村		0	144.7522283	13.47763513
统一宫		0	106.6959864	10.77765064
皮尔戈斯镇		0	25.44422279	36.38491662
皇家山		0	101.2486577	3.340949674
加尔达湖		0	10.634792	45.606028
东方广场		0	-3.712172128	40.41841042
时钟塔		0	7.447923124	46.94717698
布达皇宮		0	19.03956694	47.49620438
嵯峨野		0	135.6811971	35.0187568
保罗列维尔之家		0	-71.05369901	42.36373889
绳武楼		0	117.058435	24.485722
安康寺		0	120.498018	30.1418
刘少奇故里门楼		0	112.651361	28.037537
安丰古街	3A	0	120.415954	32.734678
陵水郑和礁		0	110.039605	18.519201
白鹤寺		0	120.516019	31.322309
滋满壁书村		0	127.1517558	35.8151113
青岛德国地下指挥要塞遗址博物馆		0	120.349592	36.075817
香港低密度豪宅		0	114.177679	22.327798
漫园		0	117.897701	31.037962
张弼士故居		0	116.73734	24.467413
五大道之马场道		0	117.206525	39.110549
乌兰活佛府		0	109.728632	39.617825
王首道同志故居		0	114.20572	28.372501
凯马		0	150.854366	-34.659693
郭峪村		0.74	112.5853291	35.51637351
神路		0	116.231727	40.26422
拷汪宫		0	99.93663649	13.10916826
爱与希望之宫		0	99.96312504	12.69830247
大阳古镇		0	112.810553	35.671597
南岩寺		0	117.452401	28.373265
王府池子		0	117.03024	36.673659
伊川二程文化园		0	112.415217	34.427583
永福寺		0	111.9978813	25.34263146
仙霞关	3A	0.78	118.52468	28.375319
金阁寺		1	135.7292431	35.03937
中华孝道园		0	120.074255	31.480282
浅草寺		1	139.7966558	35.71477056
塔下村		0	117.05899	24.623607
南溪土楼群	5A	1	116.911873	24.556302
帕提农神庙		0	31.388889	36.766666
胜利女神殿		0	23.72487407	37.97152887
库克船长小屋		0	144.9794508	-37.81449838
八乡山旅游度假区		0	115.976081	23.769695
灞陵桥	3A	1	113.792456	34.028694
巴黎圣母院		1	2.3499021	48.85296798
客都温泉		0	116.832653	24.599153
肇庆市德庆学宫景区	4A	0	111.7749	23.144758
肇庆三元塔		0.7	111.836661	23.141817
巨石阵		0	-1.826214626	51.17888155
打狗英国领事馆		0.96	120.267352	22.6176323
基督复活教堂		0	30.32889965	59.94010057
旧金山联合广场		0	-122.4075169	37.7879797
旧金山金门大桥		0	-122.4782551	37.8199286
加泰罗尼亚音乐厅		0	2.175313033	41.38757479
陆荣廷旧居陈列馆		0	106.592297	22.472756
加泰罗尼亚国家艺术博物馆		0	2.15357	41.3684399
周恩来祖居		0	120.592536	30.008176
《烟雨张家界》		0	110.620486	29.368696
交河古村		0.76	89.087234	42.952765
梁河南甸土司衙门	4A	0.7	98.303695	24.813874
马降龙村落		0.72	112.57893	22.285587
香积寺		0.7	108.89936	34.127706
堤岸		0	106.6630378	10.75315573
太山龙泉寺		0.7	112.451776	37.750424
施秉云台山	4A	0.86	108.119931	27.109204
昌德宫		1	126.9910426	37.5794309
旧金山唐人街		0	-122.4078276	37.79456435
大芦村古宅		0.7	109.347774	22.462144
