name	level	heat	longitude	latitude
龙安寺		1	135.71825	35.0345
白金汉宫		1	-0.14189	51.501364
马家大院		0.7	114.5778689	38.15317104
文庙		1	105.836387	21.030009
明中都鼓楼		0.72	117.568873	32.868727
数学桥		0	0.1150185	52.2021823
俞源太极星象村		0.72	119.670434	28.777592
瑞金革命遗址		0.7	116.07972	25.912301
白水寺	3A	0.7	112.774077	31.981668
徐霞客故居		0.7	120.329613	31.715761
盐官古镇		0.72	120.549944	30.41246
总督府		0.72	120.331038	36.0705813
七宝古镇		0.7	121.357731	31.163619
神龙山巴人石头城		0.7	106.64597	30.450783
宋井		0.76	117.1122568	23.40287506
司徒庙		0.7	120.3802	31.294345
八大关别墅群		0.72	120.354143	36.050149
托玛侬神庙		0	103.8776538	13.447251
黑井古镇	3A	0.74	101.752278	25.370537
新市古镇		0.72	120.296121	30.61918
中国搁船尖		0.7	118.896438	30.015826
伊势神宫		0	136.725793	34.45501
陈抟庙	3A	0	115.673522	33.875281
洪谷山风景区		0	113.723181	36.007069
向警予纪念馆	3A	0	110.5960483	27.91104692
文庙	4A	1	102.650646	37.929819
渔人堡		0	19.034613	47.501786
三保庙		0	102.2551773	2.198584
莫扎特故居		0	13.0439126	47.80270341
好莱坞星光大道		1	-118.3255647	34.0985259
莒光楼		0	118.330205	24.429825
悉尼海港大桥		0	151.2107871	-33.8523063
贝多芬故居		0	7.101247787	50.73686218
枫桥		0.8	120.571639	31.32104
天后庙		0.7	114.204008	22.28523
少昊陵	3A	0.72	117.045331	35.615203
三义宫		0.7	115.68439	39.007821
莲花净土实胜寺		0.7	123.434393	41.812129
徐志摩故居		0.7	120.701192	30.53418213
茶胶寺		0	103.88232	13.4445642
赞普林卡	3A	0.7	101.275252	36.686738
佛山祖庙		0.98	113.114909	23.033598
龙山寺		0	121.5015955	25.03638725
延庆寺塔		0.72	119.465348	28.458975
618战备电台旧址	3A	0.7	118.011478	36.232439
香雪海		0.7	120.377257	31.29323
湖南炎帝陵	4A	1	113.676866	26.422129
偏岩古镇		0.72	106.663647	30.009208
胡志明陵		0	105.8346466	21.03677694
文游台		0.7	119.454574	32.801454
宗庙		1	126.994143	37.574583
塔普伦寺		0	103.8893051	13.43479377
贺龙故居		0.7	110.175061	29.480996
光化门		0	126.993889	37.574722
毛泽东词亭		0	114.3091012	30.55027183
灰汤华天城温泉		0.72	112.362326	27.986555
圣马可广场		1	12.33847204	45.43416633
梦泉生态旅游区	3A	0.7	118.152691	36.439698
八咏楼		0.72	119.669749	29.10402
上野恩赐公园		0	139.7739818	35.7153358
雅尔湖千佛洞		0.7	89.488521	42.991858
庞统祠墓		0.72	104.474946	31.295795
东林书院	4A	0.8	120.315031	31.582805
云洞岩	4A	0.74	117.760171	24.506105
崀山	5A	1	110.820501	26.401036
三峡清水祖师庙		0.8	121.3703752	24.93381137
鼓楼		0.78	117.187836	39.147399
醍醐寺		1	135.8195556	34.95105556
平遥民居		0.7	112.1959882	37.20692994
红军总政治部旧址		0.78	106.927822	27.696099
袁嘉谷故居		0.72	102.498958	23.719137
赣州文庙		0.72	114.955757	25.861345
五雷山风景区		0.7	111.255681	29.438227
古劳水乡		0.72	112.951113	22.820547
许国石坊		0.72	118.442196	29.87174
石碇老街		1	121.6606603	24.99090793
犍为文庙	3A	0.7	103.959041	29.209749
庐山东林寺		0.76	115.955933	29.605061
真武阁	4A	0.78	110.56708	22.86134
和平宫		0	4.295602798	52.08659116
巴国城		0	106.479481	29.502433
唐寅园		0	120.598425	31.283602
李先念故居纪念园	4A	0	114.527366	31.154696
妈祖文化村		0	113.566094	22.127409
观音莲花苑		0	113.5636838	22.18870354
五龙宫		0	111.042764	35.749703
遵义会议旧址		0	106.926266	27.694182
丽水古街		0	120.742187	28.342125
美森谷地		0	108.109235	15.7916993
台南孔庙		0	120.2043088	22.99045135
佛光山寺庙		0	120.4453197	22.7557018
孟姜女庙		0	119.907827	40.006693
法喜寺		0	120.098736	30.233787
姚安路军民总管府		0	101.209116	25.593359
荆州关羽祠	3A	0	112.19049	30.353897
贵妃园		0	110.566624	22.861881
瀛东村东湖景区		0	121.85317	31.46798
仁里古村		0	118.383061	29.976176
浮盖山峡谷漂流		0	118.486595	28.305741
微子文化苑		0	117.251908	34.664421
昆山亭林园	4A	0	120.95573	31.396981
曲江寒窑遗址公园		0	108.997584	34.204789
湘西陈斗南宅院		0	109.611489	27.953933
托林寺		0.78	79.807188	31.486862
塔院寺		0.76	113.602522	39.013439
孔城老街景区		0	117.089091	31.037632
紫云寺		0	111.558269	35.572934
沈阳太清宫		0	123.4543232	41.81049398
卡萨罗马城堡		0	-79.40944422	43.67803734
华盛顿广场		0	-122.4099791	37.8008473
终南山古楼观		0	108.335392	34.064947
梅岭紫清山		0	115.730229	28.733244
源头古村		0	117.613255	29.403573
双门石窟		0	121.450524	28.443651
佛香阁		0	116.28037	40.005292
惠山寺		0	120.276864	31.585879
府文庙		0	118.596567	24.911568
三平寺		0	117.495951	24.354142
打虎亭汉墓		0	113.299817	34.518038
武夷宫		0	117.978881	27.648652
千佛宝塔		0	116.149957	24.310956
延生观		0	108.309032	34.06799
杨柳村		0	118.477419	32.057918
吴都阖闾城遗址博物馆		0	120.13548	31.524294
祁寯藻故里		0	113.074222	37.94469
龙凤古镇	4A	0	105.639579	30.443941
柳州三江县丹洲古镇景区	4A	0	109.452275	25.378445
明光寺景区		0	117.84959	35.590944
临江屯		0	119.990304	51.419062
上青古道		0	120.645756	29.902416
阿尼克城堡		0	0	0
Labourdonnais城堡		0	57.6198087	-20.0705215
明清古民居博览园（明清文化园）		0	115.767747	28.791383
土堂净因寺景区		0	112.446921	38.003752
黔阳古城		0	109.825401	27.196121
文殊寺		0	98.34813	39.653181
无为寺		0	100.12588	25.729735
亚庇城		0	116.0729063	5.983013967
曼谷金佛寺		0	100.52997	13.766544
八坂神社		0	135.7785539	35.00365558
伊斯蒂克拉尔清真寺		0	106.83139	-6.17017
桑莫纳		0	172.762344	-43.575054
斯福尔扎城堡		0	9.179332733	45.47047524
学院美术馆		0	12.328462	45.431259
贝勒贝伊宫		0	29.04013443	41.04255295
阿尔卡拉门		0	-3.688736349	40.41999291
蒙锥克城堡		0	2.165064007	41.36295819
日内瓦市政厅		0	6.147038341	46.2008865
高台寺		0	135.7811111	35.00077778
知恩院		0	135.7823792	35.00541687
北野天满宫		0	135.7351111	35.03141667
马里马里文化村		0	116.2027022	5.9733988
长春观		0	114.107106	36.045454
西安孔庙		0	108.95934	34.26051
法塔赫布尔西格里		0	77.67091	27.103908
约克肉铺街		0	-1.0800759	53.9593872
阿布扎比民俗村		0	54.331344	24.47671839
会安古镇		0	108.3285836	15.8771941
龙达斗牛场		0	-5.166996814	36.7424101
帕司山碧佛寺		0	100.5585321	14.35596314
波塞冬神庙		0	24.02458766	37.65019183
叶卡捷琳娜宫		0	30.39565311	59.71612303
阿格拉堡		0.82	78.02111265	27.1795322
泰坦尼克号游客中心		0	-5.9096665	54.6079372
阿姆斯特丹杜莎夫人蜡像馆		0	4.89258897	52.37252274
贺兰山福因寺（北寺旅游景区）	4A	0	105.914221	38.98474
会稽山龙华寺		0	120.412159	30.025606
三江鼓楼		0	109.618845	25.787771
惠州巽寮湾天后宫		0	114.733315	22.993066
旧中区警署		0	114.16565	22.284822
花水寨旅游景区		0	112.581836	22.36714
同兴当铺		0	119.705382	32.92017
古石城		0	110.430814	24.922322
蒋公祠		0	100.167111	25.701649
大觉禅寺		0	117.635222	49.534805
寸氏宗祠		0	98.461691	25.015537
湖南省立第一师范学校旧址		0	112.978337	28.181436
哈尔滨极乐寺		0	126.670959	45.782229
九龙城寨		0	114.194173	22.324615
漈头古村		0	119.042596	26.903913
吴越古道		0	119.124492	30.350678
张掖丹霞口旅游度假小镇		0	100.103746	38.996288
尧帝古居		0	111.479822	36.052182
百花洲历史文化街区		0	0	0
福建南靖田中赋土楼群		0	117.127123	24.626925
祈年殿		0	116.419282	39.889927
回音壁		0	116.419564	39.884432
圜丘		0	116.419632	39.882351
邛州园		0	103.341105	30.348892
金山	5A	0	119.422238	32.219796
上清古镇		0	117.039438	28.050607
敏贡佛塔		0	96.017307	22.050908
因瓦古城		0	95.98193359	21.85735321
指南村		0	119.584581	30.366758
芒砀山大汉雄风景区		0	116.510976	34.18856
鸠山会馆		0	139.7290536	35.7138272
松本城		0	137.9689551	36.238652
大甲镇澜宫		0	120.623571	24.345234
法善寺横丁		0	135.5026133	34.6678767
刀郎乡里		0	77.699877	39.013786
罗洛士群		0	103.850257	13.3522909
槠溪老街		0	117.926675	28.491606
查龙寺		0	98.33691509	7.846878998
弗林德斯火车站		0	144.9670618	-37.81827112
舍农梭堡		0	1.0703005	47.3248696
特莱维喷泉		0	12.483314	41.900926
不周神山景区		0	121.763138	29.213628
毛利文化村		0.96	176.2455292	-38.12731171
马里安曼印度庙		0	101.6964979	3.143416
金祖山风景区		0	115.926742	39.743434
宋庆龄故居	3A	0.7	116.389564	39.951738
象窟		1	115.2871564	-8.523437873
圣泉寺		0	115.3182936	-8.4165504
二王庙		0.72	103.617179	31.012103
闽南小院		0	118.086347	24.46042
天津利顺德博物馆		0	117.222975	39.127119
雪窦寺大佛景区		0	121.290544	29.688006
神农坛		0.72	110.401218	31.478588
荔波樟江	4A	1	107.753751	25.255867
大通学堂		0.72	120.577978	30.010979
德国监狱博物馆		0	120.331802	36.070369
鸠兹古镇		0	118.473303	31.374645
贵州宣慰府		0	105.61182	27.165208
浯溪碑林	4A	0.84	111.855427	26.570362
石堰坪千年古寨		0	110.892513	29.050217
古观象台		0.7	116.440635	39.913348
永乐宫	4A	0.94	110.699807	34.723637
魏氏庄园	3A	1	117.759599	37.297393
永福龙山寺		0	121.3370418	24.88324216
天宝宫		0.76	113.666496	34.161628
宝成寺		0.7	120.1710415	30.24088684
楚皇城城址		0.7	112.3251997	31.6617891
南安寺塔		0.72	114.576925	39.844082
平型关战斗遗址		0.7	113.980365	39.366708
张宗禹墓		0	117.386084	38.479865
唐寅祠		0.7	120.6191	31.326983
双塔		0.7	110.776913	35.13879088
酒乡东浦		0.7	120.5433185	30.05999511
张坊古战道	3A	0.7	115.715203	39.56611
李贽故居		0.76	118.587549	24.894578
秃黑鲁克帖木尔汗麻扎		0.8	93.501259	42.816477
君子垌客家围城群		0	109.733073	22.847237
宰相村		0.7	111.22641	35.361886
回车巷		0.84	114.492267	36.612962
孝禅寺		0.7	116.623288	23.724378
宋哲元墓		0.7	104.7877873	31.4796038
文成公主庙	3A	0.74	97.074709	32.897885
梅村泰伯庙		0.7	120.4412726	31.54469531
瑞光塔		0.7	120.6185	31.289152
范世昌墓		0	103.2438692	24.03316107
王村仙潭		0.7	119.983049	28.320143
平鲁烈士陵园		0.7	112.2839	39.510333
仙佛寺石窟		0.7	109.459914	29.532644
何家大院		0.7	112.331265	37.36178
风雷塔		0.7	118.051151	28.942541
莫州扁鹊庙		0.7	110.710849	34.871399
栖霞寺		0.8	112.483486	23.084494
封阳古城		0.7	111.7776746	23.89784893
普济桥		0.7	112.755921	38.894586
诸葛墓祠		0.7	104.19527	31.348265
密印寺		0.7	120.6760867	27.92770202
万部华严经塔		0.76	111.894211	40.844336
桓侯祠		0.7	104.773653	29.354736
元淑墓志		0.7	113.390993	40.049841
三元塔		0.72	110.106641	20.909601
江西会馆旧址		0.7	116.380756	39.905603
洵贝勒府		0.7	116.380855	39.920575
东北大学旧址		0.7	123.424417	41.770878
林探花府		0.7	117.303593	34.068611
